FID,OBJECTID,DEPTH,DOWLKNUM,abs_depth,LAKE_NAME,Shape_Leng,e,n
709,1128902,0,3008500,0,Bad Medicine,19472.02438,319043,5222916
710,1128902,0,3008500,0,Bad Medicine,19472.02438,319041,5222915
711,1128902,0,3008500,0,Bad Medicine,19472.02438,319038,5222913
712,1128902,0,3008500,0,Bad Medicine,19472.02438,319032,5222909
713,1128902,0,3008500,0,Bad Medicine,19472.02438,319029,5222905
714,1128902,0,3008500,0,Bad Medicine,19472.02438,319026,5222901
715,1128902,0,3008500,0,Bad Medicine,19472.02438,319025,5222898
716,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222893
717,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222889
718,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222887
719,1128902,0,3008500,0,Bad Medicine,19472.02438,319023,5222882
720,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222880
721,1128902,0,3008500,0,Bad Medicine,19472.02438,319021,5222875
722,1128902,0,3008500,0,Bad Medicine,19472.02438,319020,5222869
723,1128902,0,3008500,0,Bad Medicine,19472.02438,319020,5222866
724,1128902,0,3008500,0,Bad Medicine,19472.02438,319018,5222863
725,1128902,0,3008500,0,Bad Medicine,19472.02438,319018,5222858
726,1128902,0,3008500,0,Bad Medicine,19472.02438,319019,5222853
727,1128902,0,3008500,0,Bad Medicine,19472.02438,319020,5222844
728,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222837
729,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222828
730,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222822
731,1128902,0,3008500,0,Bad Medicine,19472.02438,319023,5222815
732,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222809
733,1128902,0,3008500,0,Bad Medicine,19472.02438,319021,5222801
734,1128902,0,3008500,0,Bad Medicine,19472.02438,319020,5222789
735,1128902,0,3008500,0,Bad Medicine,19472.02438,319019,5222781
736,1128902,0,3008500,0,Bad Medicine,19472.02438,319019,5222770
737,1128902,0,3008500,0,Bad Medicine,19472.02438,319021,5222765
738,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222760
739,1128902,0,3008500,0,Bad Medicine,19472.02438,319027,5222757
740,1128902,0,3008500,0,Bad Medicine,19472.02438,319032,5222755
741,1128902,0,3008500,0,Bad Medicine,19472.02438,319036,5222755
742,1128902,0,3008500,0,Bad Medicine,19472.02438,319040,5222753
743,1128902,0,3008500,0,Bad Medicine,19472.02438,319044,5222752
744,1128902,0,3008500,0,Bad Medicine,19472.02438,319048,5222748
745,1128902,0,3008500,0,Bad Medicine,19472.02438,319051,5222742
746,1128902,0,3008500,0,Bad Medicine,19472.02438,319053,5222739
747,1128902,0,3008500,0,Bad Medicine,19472.02438,319056,5222734
748,1128902,0,3008500,0,Bad Medicine,19472.02438,319057,5222730
749,1128902,0,3008500,0,Bad Medicine,19472.02438,319059,5222724
750,1128902,0,3008500,0,Bad Medicine,19472.02438,319059,5222718
751,1128902,0,3008500,0,Bad Medicine,19472.02438,319059,5222712
752,1128902,0,3008500,0,Bad Medicine,19472.02438,319057,5222706
753,1128902,0,3008500,0,Bad Medicine,19472.02438,319053,5222701
754,1128902,0,3008500,0,Bad Medicine,19472.02438,319051,5222698
755,1128902,0,3008500,0,Bad Medicine,19472.02438,319046,5222692
756,1128902,0,3008500,0,Bad Medicine,19472.02438,319043,5222687
757,1128902,0,3008500,0,Bad Medicine,19472.02438,319039,5222684
758,1128902,0,3008500,0,Bad Medicine,19472.02438,319035,5222682
759,1128902,0,3008500,0,Bad Medicine,19472.02438,319033,5222681
760,1128902,0,3008500,0,Bad Medicine,19472.02438,319029,5222677
761,1128902,0,3008500,0,Bad Medicine,19472.02438,319026,5222672
762,1128902,0,3008500,0,Bad Medicine,19472.02438,319025,5222668
763,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222663
764,1128902,0,3008500,0,Bad Medicine,19472.02438,319024,5222657
765,1128902,0,3008500,0,Bad Medicine,19472.02438,319023,5222655
766,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222653
767,1128902,0,3008500,0,Bad Medicine,19472.02438,319019,5222651
768,1128902,0,3008500,0,Bad Medicine,19472.02438,319016,5222648
769,1128902,0,3008500,0,Bad Medicine,19472.02438,319015,5222643
770,1128902,0,3008500,0,Bad Medicine,19472.02438,319014,5222634
771,1128902,0,3008500,0,Bad Medicine,19472.02438,319013,5222628
772,1128902,0,3008500,0,Bad Medicine,19472.02438,319018,5222623
773,1128902,0,3008500,0,Bad Medicine,19472.02438,319020,5222619
774,1128902,0,3008500,0,Bad Medicine,19472.02438,319022,5222613
775,1128902,0,3008500,0,Bad Medicine,19472.02438,319023,5222608
776,1128902,0,3008500,0,Bad Medicine,19472.02438,319025,5222602
777,1128902,0,3008500,0,Bad Medicine,19472.02438,319028,5222597
778,1128902,0,3008500,0,Bad Medicine,19472.02438,319031,5222594
779,1128902,0,3008500,0,Bad Medicine,19472.02438,319036,5222594
780,1128902,0,3008500,0,Bad Medicine,19472.02438,319039,5222592
781,1128902,0,3008500,0,Bad Medicine,19472.02438,319041,5222590
782,1128902,0,3008500,0,Bad Medicine,19472.02438,319043,5222589
783,1128902,0,3008500,0,Bad Medicine,19472.02438,319047,5222590
784,1128902,0,3008500,0,Bad Medicine,19472.02438,319049,5222593
785,1128902,0,3008500,0,Bad Medicine,19472.02438,319051,5222596
786,1128902,0,3008500,0,Bad Medicine,19472.02438,319054,5222599
787,1128902,0,3008500,0,Bad Medicine,19472.02438,319057,5222602
788,1128902,0,3008500,0,Bad Medicine,19472.02438,319060,5222606
789,1128902,0,3008500,0,Bad Medicine,19472.02438,319060,5222610
790,1128902,0,3008500,0,Bad Medicine,19472.02438,319061,5222613
791,1128902,0,3008500,0,Bad Medicine,19472.02438,319060,5222619
792,1128902,0,3008500,0,Bad Medicine,19472.02438,319061,5222623
793,1128902,0,3008500,0,Bad Medicine,19472.02438,319062,5222627
794,1128902,0,3008500,0,Bad Medicine,19472.02438,319062,5222631
795,1128902,0,3008500,0,Bad Medicine,19472.02438,319063,5222637
796,1128902,0,3008500,0,Bad Medicine,19472.02438,319063,5222642
797,1128902,0,3008500,0,Bad Medicine,19472.02438,319063,5222646
798,1128902,0,3008500,0,Bad Medicine,19472.02438,319063,5222651
799,1128902,0,3008500,0,Bad Medicine,19472.02438,319065,5222655
800,1128902,0,3008500,0,Bad Medicine,19472.02438,319066,5222658
801,1128902,0,3008500,0,Bad Medicine,19472.02438,319070,5222663
802,1128902,0,3008500,0,Bad Medicine,19472.02438,319074,5222666
803,1128902,0,3008500,0,Bad Medicine,19472.02438,319076,5222670
804,1128902,0,3008500,0,Bad Medicine,19472.02438,319079,5222673
805,1128902,0,3008500,0,Bad Medicine,19472.02438,319082,5222676
806,1128902,0,3008500,0,Bad Medicine,19472.02438,319086,5222682
807,1128902,0,3008500,0,Bad Medicine,19472.02438,319091,5222686
808,1128902,0,3008500,0,Bad Medicine,19472.02438,319094,5222688
809,1128902,0,3008500,0,Bad Medicine,19472.02438,319097,5222689
810,1128902,0,3008500,0,Bad Medicine,19472.02438,319100,5222690
811,1128902,0,3008500,0,Bad Medicine,19472.02438,319103,5222693
812,1128902,0,3008500,0,Bad Medicine,19472.02438,319105,5222695
813,1128902,0,3008500,0,Bad Medicine,19472.02438,319108,5222699
814,1128902,0,3008500,0,Bad Medicine,19472.02438,319111,5222702
815,1128902,0,3008500,0,Bad Medicine,19472.02438,319117,5222705
816,1128902,0,3008500,0,Bad Medicine,19472.02438,319122,5222708
817,1128902,0,3008500,0,Bad Medicine,19472.02438,319127,5222710
818,1128902,0,3008500,0,Bad Medicine,19472.02438,319132,5222710
819,1128902,0,3008500,0,Bad Medicine,19472.02438,319134,5222709
820,1128902,0,3008500,0,Bad Medicine,19472.02438,319139,5222706
821,1128902,0,3008500,0,Bad Medicine,19472.02438,319144,5222706
822,1128902,0,3008500,0,Bad Medicine,19472.02438,319147,5222704
823,1128902,0,3008500,0,Bad Medicine,19472.02438,319148,5222700
824,1128902,0,3008500,0,Bad Medicine,19472.02438,319148,5222695
825,1128902,0,3008500,0,Bad Medicine,19472.02438,319148,5222690
826,1128902,0,3008500,0,Bad Medicine,19472.02438,319146,5222686
827,1128902,0,3008500,0,Bad Medicine,19472.02438,319144,5222679
828,1128902,0,3008500,0,Bad Medicine,19472.02438,319144,5222674
829,1128902,0,3008500,0,Bad Medicine,19472.02438,319144,5222670
830,1128902,0,3008500,0,Bad Medicine,19472.02438,319142,5222665
831,1128902,0,3008500,0,Bad Medicine,19472.02438,319142,5222661
832,1128902,0,3008500,0,Bad Medicine,19472.02438,319138,5222659
833,1128902,0,3008500,0,Bad Medicine,19472.02438,319131,5222656
834,1128902,0,3008500,0,Bad Medicine,19472.02438,319128,5222652
835,1128902,0,3008500,0,Bad Medicine,19472.02438,319126,5222648
836,1128902,0,3008500,0,Bad Medicine,19472.02438,319124,5222640
837,1128902,0,3008500,0,Bad Medicine,19472.02438,319120,5222635
838,1128902,0,3008500,0,Bad Medicine,19472.02438,319118,5222631
839,1128902,0,3008500,0,Bad Medicine,19472.02438,319116,5222627
840,1128902,0,3008500,0,Bad Medicine,19472.02438,319113,5222621
841,1128902,0,3008500,0,Bad Medicine,19472.02438,319110,5222615
842,1128902,0,3008500,0,Bad Medicine,19472.02438,319107,5222609
843,1128902,0,3008500,0,Bad Medicine,19472.02438,319105,5222603
844,1128902,0,3008500,0,Bad Medicine,19472.02438,319104,5222599
845,1128902,0,3008500,0,Bad Medicine,19472.02438,319104,5222593
846,1128902,0,3008500,0,Bad Medicine,19472.02438,319103,5222587
847,1128902,0,3008500,0,Bad Medicine,19472.02438,319102,5222581
848,1128902,0,3008500,0,Bad Medicine,19472.02438,319101,5222577
849,1128902,0,3008500,0,Bad Medicine,19472.02438,319101,5222572
850,1128902,0,3008500,0,Bad Medicine,19472.02438,319099,5222568
851,1128902,0,3008500,0,Bad Medicine,19472.02438,319098,5222565
852,1128902,0,3008500,0,Bad Medicine,19472.02438,319094,5222560
853,1128902,0,3008500,0,Bad Medicine,19472.02438,319093,5222555
854,1128902,0,3008500,0,Bad Medicine,19472.02438,319092,5222553
855,1128902,0,3008500,0,Bad Medicine,19472.02438,319091,5222551
856,1128902,0,3008500,0,Bad Medicine,19472.02438,319090,5222548
857,1128902,0,3008500,0,Bad Medicine,19472.02438,319086,5222542
858,1128902,0,3008500,0,Bad Medicine,19472.02438,319081,5222536
859,1128902,0,3008500,0,Bad Medicine,19472.02438,319079,5222531
860,1128902,0,3008500,0,Bad Medicine,19472.02438,319078,5222530
861,1128902,0,3008500,0,Bad Medicine,19472.02438,319076,5222526
862,1128902,0,3008500,0,Bad Medicine,19472.02438,319075,5222523
863,1128902,0,3008500,0,Bad Medicine,19472.02438,319075,5222517
864,1128902,0,3008500,0,Bad Medicine,19472.02438,319077,5222512
865,1128902,0,3008500,0,Bad Medicine,19472.02438,319079,5222509
866,1128902,0,3008500,0,Bad Medicine,19472.02438,319078,5222502
867,1128902,0,3008500,0,Bad Medicine,19472.02438,319077,5222497
868,1128902,0,3008500,0,Bad Medicine,19472.02438,319077,5222494
869,1128902,0,3008500,0,Bad Medicine,19472.02438,319077,5222492
870,1128902,0,3008500,0,Bad Medicine,19472.02438,319079,5222492
871,1128902,0,3008500,0,Bad Medicine,19472.02438,319084,5222493
872,1128902,0,3008500,0,Bad Medicine,19472.02438,319089,5222492
873,1128902,0,3008500,0,Bad Medicine,19472.02438,319093,5222493
874,1128902,0,3008500,0,Bad Medicine,19472.02438,319099,5222495
875,1128902,0,3008500,0,Bad Medicine,19472.02438,319102,5222500
876,1128902,0,3008500,0,Bad Medicine,19472.02438,319105,5222504
877,1128902,0,3008500,0,Bad Medicine,19472.02438,319108,5222507
878,1128902,0,3008500,0,Bad Medicine,19472.02438,319110,5222510
879,1128902,0,3008500,0,Bad Medicine,19472.02438,319112,5222515
880,1128902,0,3008500,0,Bad Medicine,19472.02438,319113,5222519
881,1128902,0,3008500,0,Bad Medicine,19472.02438,319113,5222522
882,1128902,0,3008500,0,Bad Medicine,19472.02438,319114,5222525
883,1128902,0,3008500,0,Bad Medicine,19472.02438,319116,5222529
884,1128902,0,3008500,0,Bad Medicine,19472.02438,319118,5222534
885,1128902,0,3008500,0,Bad Medicine,19472.02438,319119,5222537
886,1128902,0,3008500,0,Bad Medicine,19472.02438,319119,5222541
887,1128902,0,3008500,0,Bad Medicine,19472.02438,319118,5222545
888,1128902,0,3008500,0,Bad Medicine,19472.02438,319118,5222549
889,1128902,0,3008500,0,Bad Medicine,19472.02438,319120,5222552
890,1128902,0,3008500,0,Bad Medicine,19472.02438,319121,5222555
891,1128902,0,3008500,0,Bad Medicine,19472.02438,319124,5222558
892,1128902,0,3008500,0,Bad Medicine,19472.02438,319126,5222562
893,1128902,0,3008500,0,Bad Medicine,19472.02438,319128,5222565
894,1128902,0,3008500,0,Bad Medicine,19472.02438,319131,5222570
895,1128902,0,3008500,0,Bad Medicine,19472.02438,319135,5222574
896,1128902,0,3008500,0,Bad Medicine,19472.02438,319138,5222578
897,1128902,0,3008500,0,Bad Medicine,19472.02438,319140,5222582
898,1128902,0,3008500,0,Bad Medicine,19472.02438,319143,5222592
899,1128902,0,3008500,0,Bad Medicine,19472.02438,319147,5222597
900,1128902,0,3008500,0,Bad Medicine,19472.02438,319150,5222599
901,1128902,0,3008500,0,Bad Medicine,19472.02438,319152,5222603
902,1128902,0,3008500,0,Bad Medicine,19472.02438,319152,5222606
903,1128902,0,3008500,0,Bad Medicine,19472.02438,319152,5222611
904,1128902,0,3008500,0,Bad Medicine,19472.02438,319153,5222616
905,1128902,0,3008500,0,Bad Medicine,19472.02438,319154,5222619
906,1128902,0,3008500,0,Bad Medicine,19472.02438,319153,5222625
907,1128902,0,3008500,0,Bad Medicine,19472.02438,319154,5222635
908,1128902,0,3008500,0,Bad Medicine,19472.02438,319155,5222641
909,1128902,0,3008500,0,Bad Medicine,19472.02438,319155,5222647
910,1128902,0,3008500,0,Bad Medicine,19472.02438,319155,5222654
911,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222657
912,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222662
913,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222668
914,1128902,0,3008500,0,Bad Medicine,19472.02438,319158,5222674
915,1128902,0,3008500,0,Bad Medicine,19472.02438,319158,5222680
916,1128902,0,3008500,0,Bad Medicine,19472.02438,319158,5222690
917,1128902,0,3008500,0,Bad Medicine,19472.02438,319158,5222698
918,1128902,0,3008500,0,Bad Medicine,19472.02438,319157,5222702
919,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222706
920,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222709
921,1128902,0,3008500,0,Bad Medicine,19472.02438,319156,5222712
922,1128902,0,3008500,0,Bad Medicine,19472.02438,319158,5222715
923,1128902,0,3008500,0,Bad Medicine,19472.02438,319164,5222718
924,1128902,0,3008500,0,Bad Medicine,19472.02438,319168,5222721
925,1128902,0,3008500,0,Bad Medicine,19472.02438,319175,5222724
926,1128902,0,3008500,0,Bad Medicine,19472.02438,319182,5222727
927,1128902,0,3008500,0,Bad Medicine,19472.02438,319188,5222729
928,1128902,0,3008500,0,Bad Medicine,19472.02438,319194,5222731
929,1128902,0,3008500,0,Bad Medicine,19472.02438,319199,5222731
930,1128902,0,3008500,0,Bad Medicine,19472.02438,319206,5222730
931,1128902,0,3008500,0,Bad Medicine,19472.02438,319212,5222727
932,1128902,0,3008500,0,Bad Medicine,19472.02438,319219,5222725
933,1128902,0,3008500,0,Bad Medicine,19472.02438,319224,5222722
934,1128902,0,3008500,0,Bad Medicine,19472.02438,319230,5222719
935,1128902,0,3008500,0,Bad Medicine,19472.02438,319235,5222715
936,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222712
937,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222707
938,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222699
939,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222695
940,1128902,0,3008500,0,Bad Medicine,19472.02438,319237,5222686
941,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222677
942,1128902,0,3008500,0,Bad Medicine,19472.02438,319238,5222668
943,1128902,0,3008500,0,Bad Medicine,19472.02438,319242,5222660
944,1128902,0,3008500,0,Bad Medicine,19472.02438,319242,5222653
945,1128902,0,3008500,0,Bad Medicine,19472.02438,319247,5222648
946,1128902,0,3008500,0,Bad Medicine,19472.02438,319251,5222644
947,1128902,0,3008500,0,Bad Medicine,19472.02438,319254,5222638
948,1128902,0,3008500,0,Bad Medicine,19472.02438,319254,5222631
949,1128902,0,3008500,0,Bad Medicine,19472.02438,319256,5222625
950,1128902,0,3008500,0,Bad Medicine,19472.02438,319261,5222619
951,1128902,0,3008500,0,Bad Medicine,19472.02438,319264,5222615
952,1128902,0,3008500,0,Bad Medicine,19472.02438,319267,5222611
953,1128902,0,3008500,0,Bad Medicine,19472.02438,319273,5222607
954,1128902,0,3008500,0,Bad Medicine,19472.02438,319275,5222607
955,1128902,0,3008500,0,Bad Medicine,19472.02438,319278,5222603
956,1128902,0,3008500,0,Bad Medicine,19472.02438,319281,5222599
957,1128902,0,3008500,0,Bad Medicine,19472.02438,319282,5222596
958,1128902,0,3008500,0,Bad Medicine,19472.02438,319282,5222592
959,1128902,0,3008500,0,Bad Medicine,19472.02438,319283,5222586
960,1128902,0,3008500,0,Bad Medicine,19472.02438,319283,5222582
961,1128902,0,3008500,0,Bad Medicine,19472.02438,319286,5222580
962,1128902,0,3008500,0,Bad Medicine,19472.02438,319289,5222578
963,1128902,0,3008500,0,Bad Medicine,19472.02438,319295,5222577
964,1128902,0,3008500,0,Bad Medicine,19472.02438,319298,5222576
965,1128902,0,3008500,0,Bad Medicine,19472.02438,319304,5222575
966,1128902,0,3008500,0,Bad Medicine,19472.02438,319308,5222573
967,1128902,0,3008500,0,Bad Medicine,19472.02438,319309,5222569
968,1128902,0,3008500,0,Bad Medicine,19472.02438,319309,5222565
969,1128902,0,3008500,0,Bad Medicine,19472.02438,319307,5222559
970,1128902,0,3008500,0,Bad Medicine,19472.02438,319300,5222546
971,1128902,0,3008500,0,Bad Medicine,19472.02438,319297,5222538
972,1128902,0,3008500,0,Bad Medicine,19472.02438,319293,5222532
973,1128902,0,3008500,0,Bad Medicine,19472.02438,319289,5222526
974,1128902,0,3008500,0,Bad Medicine,19472.02438,319284,5222524
975,1128902,0,3008500,0,Bad Medicine,19472.02438,319279,5222522
976,1128902,0,3008500,0,Bad Medicine,19472.02438,319279,5222517
977,1128902,0,3008500,0,Bad Medicine,19472.02438,319280,5222512
978,1128902,0,3008500,0,Bad Medicine,19472.02438,319281,5222508
979,1128902,0,3008500,0,Bad Medicine,19472.02438,319279,5222502
980,1128902,0,3008500,0,Bad Medicine,19472.02438,319276,5222498
981,1128902,0,3008500,0,Bad Medicine,19472.02438,319271,5222497
982,1128902,0,3008500,0,Bad Medicine,19472.02438,319268,5222494
983,1128902,0,3008500,0,Bad Medicine,19472.02438,319268,5222488
984,1128902,0,3008500,0,Bad Medicine,19472.02438,319269,5222485
985,1128902,0,3008500,0,Bad Medicine,19472.02438,319269,5222479
986,1128902,0,3008500,0,Bad Medicine,19472.02438,319269,5222471
987,1128902,0,3008500,0,Bad Medicine,19472.02438,319267,5222469
988,1128902,0,3008500,0,Bad Medicine,19472.02438,319264,5222463
989,1128902,0,3008500,0,Bad Medicine,19472.02438,319263,5222460
990,1128902,0,3008500,0,Bad Medicine,19472.02438,319262,5222456
991,1128902,0,3008500,0,Bad Medicine,19472.02438,319261,5222454
992,1128902,0,3008500,0,Bad Medicine,19472.02438,319259,5222446
993,1128902,0,3008500,0,Bad Medicine,19472.02438,319256,5222442
994,1128902,0,3008500,0,Bad Medicine,19472.02438,319252,5222440
995,1128902,0,3008500,0,Bad Medicine,19472.02438,319248,5222439
996,1128902,0,3008500,0,Bad Medicine,19472.02438,319244,5222439
997,1128902,0,3008500,0,Bad Medicine,19472.02438,319239,5222440
998,1128902,0,3008500,0,Bad Medicine,19472.02438,319235,5222442
999,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222443
1000,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222445
1001,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222448
1002,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222453
1003,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222455
1004,1128902,0,3008500,0,Bad Medicine,19472.02438,319234,5222459
1005,1128902,0,3008500,0,Bad Medicine,19472.02438,319234,5222463
1006,1128902,0,3008500,0,Bad Medicine,19472.02438,319234,5222465
1007,1128902,0,3008500,0,Bad Medicine,19472.02438,319234,5222471
1008,1128902,0,3008500,0,Bad Medicine,19472.02438,319234,5222476
1009,1128902,0,3008500,0,Bad Medicine,19472.02438,319233,5222478
1010,1128902,0,3008500,0,Bad Medicine,19472.02438,319230,5222482
1011,1128902,0,3008500,0,Bad Medicine,19472.02438,319229,5222486
1012,1128902,0,3008500,0,Bad Medicine,19472.02438,319228,5222492
1013,1128902,0,3008500,0,Bad Medicine,19472.02438,319228,5222499
1014,1128902,0,3008500,0,Bad Medicine,19472.02438,319227,5222505
1015,1128902,0,3008500,0,Bad Medicine,19472.02438,319225,5222509
1016,1128902,0,3008500,0,Bad Medicine,19472.02438,319223,5222515
1017,1128902,0,3008500,0,Bad Medicine,19472.02438,319219,5222517
1018,1128902,0,3008500,0,Bad Medicine,19472.02438,319214,5222517
1019,1128902,0,3008500,0,Bad Medicine,19472.02438,319207,5222517
1020,1128902,0,3008500,0,Bad Medicine,19472.02438,319202,5222517
1021,1128902,0,3008500,0,Bad Medicine,19472.02438,319193,5222516
1022,1128902,0,3008500,0,Bad Medicine,19472.02438,319188,5222514
1023,1128902,0,3008500,0,Bad Medicine,19472.02438,319185,5222510
1024,1128902,0,3008500,0,Bad Medicine,19472.02438,319182,5222506
1025,1128902,0,3008500,0,Bad Medicine,19472.02438,319179,5222504
1026,1128902,0,3008500,0,Bad Medicine,19472.02438,319175,5222501
1027,1128902,0,3008500,0,Bad Medicine,19472.02438,319172,5222501
1028,1128902,0,3008500,0,Bad Medicine,19472.02438,319169,5222498
1029,1128902,0,3008500,0,Bad Medicine,19472.02438,319168,5222495
1030,1128902,0,3008500,0,Bad Medicine,19472.02438,319168,5222491
1031,1128902,0,3008500,0,Bad Medicine,19472.02438,319166,5222488
1032,1128902,0,3008500,0,Bad Medicine,19472.02438,319163,5222486
1033,1128902,0,3008500,0,Bad Medicine,19472.02438,319165,5222480
1034,1128902,0,3008500,0,Bad Medicine,19472.02438,319167,5222477
1035,1128902,0,3008500,0,Bad Medicine,19472.02438,319168,5222474
1036,1128902,0,3008500,0,Bad Medicine,19472.02438,319168,5222471
1037,1128902,0,3008500,0,Bad Medicine,19472.02438,319169,5222469
1038,1128902,0,3008500,0,Bad Medicine,19472.02438,319171,5222466
1039,1128902,0,3008500,0,Bad Medicine,19472.02438,319174,5222462
1040,1128902,0,3008500,0,Bad Medicine,19472.02438,319174,5222459
1041,1128902,0,3008500,0,Bad Medicine,19472.02438,319176,5222456
1042,1128902,0,3008500,0,Bad Medicine,19472.02438,319179,5222453
1043,1128902,0,3008500,0,Bad Medicine,19472.02438,319183,5222451
1044,1128902,0,3008500,0,Bad Medicine,19472.02438,319185,5222450
1045,1128902,0,3008500,0,Bad Medicine,19472.02438,319187,5222444
1046,1128902,0,3008500,0,Bad Medicine,19472.02438,319189,5222440
1047,1128902,0,3008500,0,Bad Medicine,19472.02438,319192,5222437
1048,1128902,0,3008500,0,Bad Medicine,19472.02438,319195,5222437
1049,1128902,0,3008500,0,Bad Medicine,19472.02438,319199,5222436
1050,1128902,0,3008500,0,Bad Medicine,19472.02438,319207,5222435
1051,1128902,0,3008500,0,Bad Medicine,19472.02438,319213,5222433
1052,1128902,0,3008500,0,Bad Medicine,19472.02438,319216,5222434
1053,1128902,0,3008500,0,Bad Medicine,19472.02438,319219,5222431
1054,1128902,0,3008500,0,Bad Medicine,19472.02438,319223,5222429
1055,1128902,0,3008500,0,Bad Medicine,19472.02438,319228,5222428
1056,1128902,0,3008500,0,Bad Medicine,19472.02438,319232,5222427
1057,1128902,0,3008500,0,Bad Medicine,19472.02438,319241,5222428
1058,1128902,0,3008500,0,Bad Medicine,19472.02438,319244,5222430
1059,1128902,0,3008500,0,Bad Medicine,19472.02438,319246,5222427
1060,1128902,0,3008500,0,Bad Medicine,19472.02438,319245,5222423
1061,1128902,0,3008500,0,Bad Medicine,19472.02438,319247,5222418
1062,1128902,0,3008500,0,Bad Medicine,19472.02438,319248,5222414
1063,1128902,0,3008500,0,Bad Medicine,19472.02438,319249,5222409
1064,1128902,0,3008500,0,Bad Medicine,19472.02438,319250,5222404
1065,1128902,0,3008500,0,Bad Medicine,19472.02438,319254,5222399
1066,1128902,0,3008500,0,Bad Medicine,19472.02438,319252,5222392
1067,1128902,0,3008500,0,Bad Medicine,19472.02438,319248,5222386
1068,1128902,0,3008500,0,Bad Medicine,19472.02438,319241,5222382
1069,1128902,0,3008500,0,Bad Medicine,19472.02438,319237,5222381
1070,1128902,0,3008500,0,Bad Medicine,19472.02438,319231,5222376
1071,1128902,0,3008500,0,Bad Medicine,19472.02438,319230,5222370
1072,1128902,0,3008500,0,Bad Medicine,19472.02438,319228,5222365
1073,1128902,0,3008500,0,Bad Medicine,19472.02438,319227,5222357
1074,1128902,0,3008500,0,Bad Medicine,19472.02438,319227,5222356
1075,1128902,0,3008500,0,Bad Medicine,19472.02438,319226,5222348
1076,1128902,0,3008500,0,Bad Medicine,19472.02438,319225,5222341
1077,1128902,0,3008500,0,Bad Medicine,19472.02438,319222,5222335
1078,1128902,0,3008500,0,Bad Medicine,19472.02438,319216,5222328
1079,1128902,0,3008500,0,Bad Medicine,19472.02438,319212,5222323
1080,1128902,0,3008500,0,Bad Medicine,19472.02438,319207,5222320
1081,1128902,0,3008500,0,Bad Medicine,19472.02438,319200,5222317
1082,1128902,0,3008500,0,Bad Medicine,19472.02438,319194,5222316
1083,1128902,0,3008500,0,Bad Medicine,19472.02438,319189,5222312
1084,1128902,0,3008500,0,Bad Medicine,19472.02438,319186,5222308
1085,1128902,0,3008500,0,Bad Medicine,19472.02438,319183,5222306
1086,1128902,0,3008500,0,Bad Medicine,19472.02438,319178,5222306
1087,1128902,0,3008500,0,Bad Medicine,19472.02438,319171,5222308
1088,1128902,0,3008500,0,Bad Medicine,19472.02438,319167,5222314
1089,1128902,0,3008500,0,Bad Medicine,19472.02438,319161,5222318
1090,1128902,0,3008500,0,Bad Medicine,19472.02438,319155,5222316
1091,1128902,0,3008500,0,Bad Medicine,19472.02438,319147,5222314
1092,1128902,0,3008500,0,Bad Medicine,19472.02438,319138,5222312
1093,1128902,0,3008500,0,Bad Medicine,19472.02438,319136,5222310
1094,1128902,0,3008500,0,Bad Medicine,19472.02438,319134,5222306
1095,1128902,0,3008500,0,Bad Medicine,19472.02438,319129,5222299
1096,1128902,0,3008500,0,Bad Medicine,19472.02438,319129,5222294
1097,1128902,0,3008500,0,Bad Medicine,19472.02438,319125,5222288
1098,1128902,0,3008500,0,Bad Medicine,19472.02438,319123,5222282
1099,1128902,0,3008500,0,Bad Medicine,19472.02438,319115,5222279
1100,1128902,0,3008500,0,Bad Medicine,19472.02438,319110,5222269
1101,1128902,0,3008500,0,Bad Medicine,19472.02438,319105,5222262
1102,1128902,0,3008500,0,Bad Medicine,19472.02438,319102,5222256
1103,1128902,0,3008500,0,Bad Medicine,19472.02438,319101,5222248
